period,week_start,iso_year,iso_week,month,season,is_holiday_period,is_weekend,previous_occupancy,rolling_4_week_occupancy,known_reservations_30d_before,known_guest_count_30d_before,known_average_nights_30d_before,occupied_accommodations,active_reservations,guests_on_site,average_nights,occupancy_rate
2025-W45,2025-11-03,2025,45,11,3,0,1,20.714285714285715,17.589285714285708,15,120,8.76595744680851,6.857142857142857,6.857142857142857,17.857142857142858,8.404220779220779,5.714285714285714
2025-W46,2025-11-10,2025,46,11,3,0,1,5.714285714285714,17.29166666666666,9,103,5.4,4.285714285714286,4.285714285714286,14.714285714285714,5.440476190476191,3.5714285714285716
2025-W47,2025-11-17,2025,47,11,3,0,1,3.5714285714285716,14.553571428571423,4,28,6.4,1.4285714285714286,1.4285714285714286,4.0,5.428571428571429,1.1904761904761905
2025-W48,2025-11-24,2025,48,11,3,0,1,1.1904761904761905,7.797619047619041,13,124,4.622222222222222,8.285714285714286,8.285714285714286,20.857142857142858,4.55,6.904761904761904
2025-W49,2025-12-01,2025,49,12,0,0,1,6.904761904761904,4.345238095238088,20,181,4.068965517241379,9.571428571428571,9.571428571428571,27.142857142857142,4.29030612244898,7.976190476190475
2025-W50,2025-12-08,2025,50,12,0,0,1,7.976190476190475,4.910714285714278,24,153,3.9859154929577465,11.0,11.0,23.285714285714285,4.1136482565054,9.166666666666668
2025-W51,2025-12-15,2025,51,12,0,1,1,9.166666666666668,6.309523809523803,29,148,4.808219178082192,14.0,14.0,34.42857142857143,4.84476059654631,11.666666666666668
2025-W52,2025-12-22,2025,52,12,0,1,1,11.666666666666668,8.928571428571422,31,380,7.267716535433071,18.571428571428573,18.571428571428573,55.285714285714285,7.197589628416695,15.476190476190476
2026-W01,2025-12-29,2026,1,12,0,1,1,15.476190476190476,11.071428571428566,26,332,9.991071428571429,16.0,16.0,47.42857142857143,10.191800659657803,13.333333333333332
2026-W02,2026-01-05,2026,2,1,0,1,1,13.333333333333332,12.41071428571428,10,148,12.790697674418604,6.142857142857143,6.142857142857143,21.142857142857142,13.146031746031747,5.119047619047619
2026-W03,2026-01-12,2026,3,1,0,0,0,5.119047619047619,11.398809523809517,2,12,14.0,1.5,1.5,6.0,14.0,1.25
