period,stay_date,iso_year,iso_week,month,day_of_week,season,is_holiday_period,is_weekend,previous_occupancy,rolling_7_day_occupancy,known_reservations_30d_before,known_guest_count_30d_before,known_average_nights_30d_before,occupied_accommodations,active_reservations,guests_on_site,average_nights,occupancy_rate
2023-W24-D1,2023-06-13,2023,24,6,1,2,0,0,8.333333333333332,10.595238095238097,42,142.79999999999998,4.8,11.0,11.0,38.0,4.7272727272727275,9.166666666666666
2023-W24-D2,2023-06-14,2023,24,6,2,2,0,0,9.166666666666666,10.11904761904762,42,142.79999999999998,4.8,14.0,14.0,39.0,4.571428571428571,11.666666666666666
2023-W24-D3,2023-06-15,2023,24,6,3,2,0,0,11.666666666666666,10.11904761904762,42,142.79999999999998,4.8,24.0,24.0,67.0,4.458333333333333,20.0
2023-W24-D4,2023-06-16,2023,24,6,4,2,0,1,20.0,11.428571428571429,42,142.79999999999998,4.8,26.0,26.0,73.0,4.269230769230769,21.666666666666668
2023-W24-D5,2023-06-17,2023,24,6,5,2,0,1,21.666666666666668,12.976190476190476,42,142.79999999999998,4.8,29.0,29.0,86.0,4.206896551724138,24.166666666666668
2023-W24-D6,2023-06-18,2023,24,6,6,2,0,0,24.166666666666668,14.642857142857142,42,142.79999999999998,4.8,25.0,25.0,76.0,4.16,20.833333333333336
2023-W25-D0,2023-06-19,2023,25,6,0,2,0,0,20.833333333333336,16.547619047619047,42,142.79999999999998,4.8,14.0,14.0,44.0,4.785714285714286,11.666666666666666
2023-W25-D1,2023-06-20,2023,25,6,1,2,0,0,11.666666666666666,17.023809523809526,42,142.79999999999998,4.8,12.0,12.0,28.0,4.5,10.0
2023-W25-D2,2023-06-21,2023,25,6,2,2,0,0,10.0,17.142857142857146,42,142.79999999999998,4.8,25.0,25.0,71.0,4.36,20.833333333333336
2023-W25-D3,2023-06-22,2023,25,6,3,2,0,0,20.833333333333336,18.452380952380956,42,142.79999999999998,4.8,24.0,24.0,74.0,4.291666666666667,20.0
2023-W25-D4,2023-06-23,2023,25,6,4,2,0,1,20.0,18.452380952380956,42,142.79999999999998,4.8,24.0,24.0,72.0,4.208333333333333,20.0
2023-W25-D5,2023-06-24,2023,25,6,5,2,0,1,20.0,18.214285714285715,42,142.79999999999998,4.8,22.0,22.0,69.0,4.090909090909091,18.333333333333332
2023-W25-D6,2023-06-25,2023,25,6,6,2,0,0,18.333333333333332,17.380952380952383,42,142.79999999999998,4.8,20.0,20.0,56.0,4.3,16.666666666666664
2023-W26-D0,2023-06-26,2023,26,6,0,2,0,0,16.666666666666664,16.785714285714285,42,142.79999999999998,4.8,17.0,17.0,41.0,4.529411764705882,14.166666666666666
2023-W26-D1,2023-06-27,2023,26,6,1,2,0,0,14.166666666666666,17.142857142857142,42,142.79999999999998,4.8,17.0,17.0,42.0,4.470588235294118,14.166666666666666
2023-W26-D2,2023-06-28,2023,26,6,2,2,0,0,14.166666666666666,17.738095238095237,42,142.79999999999998,4.8,16.0,16.0,35.0,4.0625,13.333333333333334
2023-W26-D3,2023-06-29,2023,26,6,3,2,0,0,13.333333333333334,16.666666666666664,42,142.79999999999998,4.8,16.0,16.0,37.0,4.1875,13.333333333333334
2023-W26-D4,2023-06-30,2023,26,6,4,2,0,1,13.333333333333334,15.714285714285714,42,142.79999999999998,4.8,17.0,17.0,43.0,4.176470588235294,14.166666666666666
2023-W26-D5,2023-07-01,2023,26,7,5,2,1,1,14.166666666666666,14.88095238095238,42,142.79999999999998,4.8,26.0,26.0,78.0,5.846153846153846,21.666666666666668
2023-W26-D6,2023-07-02,2023,26,7,6,2,1,0,21.666666666666668,15.357142857142858,42,142.79999999999998,4.8,31.0,31.0,87.0,6.548387096774194,25.833333333333336
2023-W27-D0,2023-07-03,2023,27,7,0,2,1,0,25.833333333333336,16.666666666666664,42,142.79999999999998,4.8,39.0,39.0,117.0,6.82051282051282,32.5
2023-W27-D1,2023-07-04,2023,27,7,1,2,1,0,32.5,19.285714285714285,42,142.79999999999998,4.8,47.0,47.0,142.0,7.1063829787234045,39.166666666666664
2023-W27-D2,2023-07-05,2023,27,7,2,2,1,0,39.166666666666664,22.857142857142858,42,142.79999999999998,4.8,50.0,50.0,153.0,7.44,41.66666666666667
2023-W27-D3,2023-07-06,2023,27,7,3,2,1,0,41.66666666666667,26.9047619047619,42,142.79999999999998,4.8,51.0,51.0,152.0,7.784313725490196,42.5
2023-W27-D4,2023-07-07,2023,27,7,4,2,1,1,42.5,31.071428571428573,42,142.79999999999998,4.8,61.0,61.0,184.0,7.819672131147541,50.83333333333333
2023-W27-D5,2023-07-08,2023,27,7,5,2,1,1,50.83333333333333,36.30952380952381,42,142.79999999999998,4.8,59.0,59.0,180.0,8.05084745762712,49.166666666666664
2023-W27-D6,2023-07-09,2023,27,7,6,2,1,0,49.166666666666664,40.23809523809524,42,142.79999999999998,4.8,66.0,66.0,214.0,8.166666666666666,55.00000000000001
2023-W28-D0,2023-07-10,2023,28,7,0,2,1,0,55.00000000000001,44.404761904761905,42,142.79999999999998,4.8,70.0,70.0,222.0,8.257142857142858,58.333333333333336
2023-W28-D1,2023-07-11,2023,28,7,1,2,1,0,58.333333333333336,48.095238095238095,42,142.79999999999998,4.8,71.0,71.0,221.0,8.492957746478874,59.166666666666664
2023-W28-D2,2023-07-12,2023,28,7,2,2,1,0,59.166666666666664,50.95238095238095,42,142.79999999999998,4.8,70.0,70.0,217.0,8.557142857142857,58.333333333333336
2023-W28-D3,2023-07-13,2023,28,7,3,2,1,0,58.333333333333336,53.333333333333336,42,142.79999999999998,4.8,76.0,76.0,240.0,8.263157894736842,63.33333333333333
2023-W28-D4,2023-07-14,2023,28,7,4,2,1,1,63.33333333333333,56.30952380952381,42,142.79999999999998,4.8,80.0,80.0,239.0,8.125,66.66666666666666
2023-W28-D5,2023-07-15,2023,28,7,5,2,1,1,66.66666666666666,58.57142857142857,42,142.79999999999998,4.8,89.0,89.0,269.0,7.752808988764045,74.16666666666667
2023-W28-D6,2023-07-16,2023,28,7,6,2,1,0,74.16666666666667,62.142857142857146,42,142.79999999999998,4.8,88.0,88.0,259.0,7.659090909090909,73.33333333333333
2023-W29-D0,2023-07-17,2023,29,7,0,2,1,0,73.33333333333333,64.76190476190477,42,142.79999999999998,4.8,86.0,86.0,246.0,7.72093023255814,71.66666666666667
2023-W29-D1,2023-07-18,2023,29,7,1,2,1,0,71.66666666666667,66.66666666666666,42,142.79999999999998,4.8,79.0,79.0,231.0,7.784810126582278,65.83333333333333
2023-W29-D2,2023-07-19,2023,29,7,2,2,1,0,65.83333333333333,67.61904761904762,42,142.79999999999998,4.8,77.0,77.0,240.0,8.194805194805195,64.16666666666667
2023-W29-D3,2023-07-20,2023,29,7,3,2,1,0,64.16666666666667,68.45238095238095,42,142.79999999999998,4.8,65.0,65.0,206.0,8.692307692307692,54.166666666666664
2023-W29-D4,2023-07-21,2023,29,7,4,2,1,1,54.166666666666664,67.14285714285714,42,142.79999999999998,4.8,73.0,73.0,238.0,8.698630136986301,60.83333333333333
2023-W29-D5,2023-07-22,2023,29,7,5,2,1,1,60.83333333333333,66.30952380952381,42,142.79999999999998,4.8,85.0,85.0,277.0,8.8,70.83333333333334
2023-W29-D6,2023-07-23,2023,29,7,6,2,1,0,70.83333333333334,65.83333333333334,42,142.79999999999998,4.8,89.0,89.0,284.0,8.382022471910112,74.16666666666667
2023-W30-D0,2023-07-24,2023,30,7,0,2,1,0,74.16666666666667,65.95238095238095,42,142.79999999999998,4.8,97.0,97.0,308.0,8.45360824742268,80.83333333333333
2023-W30-D1,2023-07-25,2023,30,7,1,2,1,0,80.83333333333333,67.26190476190477,42,142.79999999999998,4.8,99.0,99.0,306.0,8.454545454545455,82.5
2023-W30-D2,2023-07-26,2023,30,7,2,2,1,0,82.5,69.64285714285714,42,142.79999999999998,4.8,88.0,88.0,279.0,8.875,73.33333333333333
2023-W30-D3,2023-07-27,2023,30,7,3,2,1,0,73.33333333333333,70.95238095238095,42,142.79999999999998,4.8,90.0,90.0,291.0,9.033333333333331,75.0
2023-W30-D4,2023-07-28,2023,30,7,4,2,1,1,75.0,73.92857142857143,42,142.79999999999998,4.8,83.0,83.0,267.0,9.180722891566266,69.16666666666667
2023-W30-D5,2023-07-29,2023,30,7,5,2,1,1,69.16666666666667,75.11904761904762,42,142.79999999999998,4.8,84.0,84.0,273.0,9.047619047619047,70.0
2023-W30-D6,2023-07-30,2023,30,7,6,2,1,0,70.0,75.0,42,142.79999999999998,4.8,92.0,92.0,287.0,8.717391304347826,76.66666666666667
2023-W31-D0,2023-07-31,2023,31,7,0,2,1,0,76.66666666666667,75.35714285714286,42,142.79999999999998,4.8,90.0,90.0,284.0,8.422222222222222,75.0
2023-W31-D1,2023-08-01,2023,31,8,1,2,1,0,75.0,74.52380952380952,42,142.79999999999998,4.8,85.0,85.0,258.0,8.470588235294118,70.83333333333334
2023-W31-D2,2023-08-02,2023,31,8,2,2,1,0,70.83333333333334,72.85714285714286,42,142.79999999999998,4.8,93.0,93.0,289.0,8.741935483870968,77.5
2023-W31-D3,2023-08-03,2023,31,8,3,2,1,0,77.5,73.45238095238095,42,142.79999999999998,4.8,88.0,88.0,279.0,8.852272727272727,73.33333333333333
2023-W31-D4,2023-08-04,2023,31,8,4,2,1,1,73.33333333333333,73.21428571428571,42,142.79999999999998,4.8,92.0,92.0,277.0,8.48913043478261,76.66666666666667
2023-W31-D5,2023-08-05,2023,31,8,5,2,1,1,76.66666666666667,74.28571428571429,42,142.79999999999998,4.8,98.0,98.0,289.0,8.46938775510204,81.66666666666667
2023-W31-D6,2023-08-06,2023,31,8,6,2,1,0,81.66666666666667,75.95238095238096,42,142.79999999999998,4.8,99.0,99.0,292.0,8.494949494949495,82.5
2023-W32-D0,2023-08-07,2023,32,8,0,2,1,0,82.5,76.78571428571429,42,142.79999999999998,4.8,98.0,98.0,291.0,8.63265306122449,81.66666666666667
2023-W32-D1,2023-08-08,2023,32,8,1,2,1,0,81.66666666666667,77.73809523809526,42,142.79999999999998,4.8,95.0,95.0,280.0,8.663157894736843,79.16666666666666
2023-W32-D2,2023-08-09,2023,32,8,2,2,1,0,79.16666666666666,78.92857142857143,42,142.79999999999998,4.8,98.0,98.0,279.0,8.857142857142858,81.66666666666667
2023-W32-D3,2023-08-10,2023,32,8,3,2,1,0,81.66666666666667,79.52380952380952,42,142.79999999999998,4.8,104.0,104.0,293.0,8.826923076923077,86.66666666666667
2023-W32-D4,2023-08-11,2023,32,8,4,2,1,1,86.66666666666667,81.42857142857143,42,142.79999999999998,4.8,103.0,103.0,305.0,9.145631067961164,85.83333333333333
2023-W32-D5,2023-08-12,2023,32,8,5,2,1,1,85.83333333333333,82.73809523809523,42,142.79999999999998,4.8,96.0,96.0,291.0,9.125,80.0
2023-W32-D6,2023-08-13,2023,32,8,6,2,1,0,80.0,82.5,42,142.79999999999998,4.8,88.0,88.0,273.0,9.0,73.33333333333333
2023-W33-D0,2023-08-14,2023,33,8,0,2,1,0,73.33333333333333,81.19047619047619,42,142.79999999999998,4.8,83.0,83.0,264.0,9.036144578313252,69.16666666666667
2023-W33-D1,2023-08-15,2023,33,8,1,2,1,0,69.16666666666667,79.40476190476191,42,142.79999999999998,4.8,83.0,83.0,258.0,8.951807228915662,69.16666666666667
2023-W33-D2,2023-08-16,2023,33,8,2,2,1,0,69.16666666666667,77.97619047619048,42,142.79999999999998,4.8,71.0,71.0,232.0,9.225352112676056,59.166666666666664
2023-W33-D3,2023-08-17,2023,33,8,3,2,1,0,59.166666666666664,74.76190476190477,42,142.79999999999998,4.8,70.0,70.0,229.0,9.285714285714286,58.333333333333336
2023-W33-D4,2023-08-18,2023,33,8,4,2,1,1,58.333333333333336,70.71428571428571,42,142.79999999999998,4.8,76.0,76.0,245.0,9.25,63.33333333333333
2023-W33-D5,2023-08-19,2023,33,8,5,2,1,1,63.33333333333333,67.5,42,142.79999999999998,4.8,83.0,83.0,273.0,8.831325301204819,69.16666666666667
2023-W33-D6,2023-08-20,2023,33,8,6,2,1,0,69.16666666666667,65.95238095238095,42,142.79999999999998,4.8,79.0,79.0,245.0,9.0,65.83333333333333
2023-W34-D0,2023-08-21,2023,34,8,0,2,1,0,65.83333333333333,64.88095238095238,42,142.79999999999998,4.8,85.0,85.0,253.0,8.976470588235294,70.83333333333334
2023-W34-D1,2023-08-22,2023,34,8,1,2,1,0,70.83333333333334,65.11904761904762,42,142.79999999999998,4.8,85.0,85.0,253.0,8.8,70.83333333333334
2023-W34-D2,2023-08-23,2023,34,8,2,2,1,0,70.83333333333334,65.35714285714286,42,142.79999999999998,4.8,85.0,85.0,246.0,8.564705882352941,70.83333333333334
2023-W34-D3,2023-08-24,2023,34,8,3,2,1,0,70.83333333333334,67.02380952380953,42,142.79999999999998,4.8,87.0,87.0,251.0,8.655172413793103,72.5
2023-W34-D4,2023-08-25,2023,34,8,4,2,1,1,72.5,69.04761904761905,42,142.79999999999998,4.8,92.0,92.0,263.0,8.347826086956522,76.66666666666667
2023-W34-D5,2023-08-26,2023,34,8,5,2,1,1,76.66666666666667,70.95238095238095,42,142.79999999999998,4.8,102.0,102.0,288.0,7.980392156862745,85.0
2023-W34-D6,2023-08-27,2023,34,8,6,2,1,0,85.0,73.21428571428571,42,142.79999999999998,4.8,108.0,108.0,315.0,8.157407407407407,90.0
2023-W35-D0,2023-08-28,2023,35,8,0,2,1,0,90.0,76.66666666666666,42,142.79999999999998,4.8,99.0,99.0,286.0,8.212121212121213,82.5
2023-W35-D1,2023-08-29,2023,35,8,1,2,1,0,82.5,78.33333333333334,42,142.79999999999998,4.8,104.0,104.0,292.0,8.317307692307692,86.66666666666667
2023-W35-D2,2023-08-30,2023,35,8,2,2,1,0,86.66666666666667,80.59523809523809,42,142.79999999999998,4.8,96.0,96.0,275.0,8.5,80.0
2023-W35-D3,2023-08-31,2023,35,8,3,2,1,0,80.0,81.90476190476191,42,142.79999999999998,4.8,93.0,93.0,279.0,8.64516129032258,77.5
2023-W35-D4,2023-09-01,2023,35,9,4,3,1,1,77.5,82.61904761904762,42,142.79999999999998,4.8,91.0,91.0,277.0,8.483516483516484,75.83333333333333
2023-W35-D5,2023-09-02,2023,35,9,5,3,1,1,75.83333333333333,82.5,42,142.79999999999998,4.8,82.0,82.0,244.0,8.573170731707316,68.33333333333333
2023-W35-D6,2023-09-03,2023,35,9,6,3,1,0,68.33333333333333,80.1190476190476,42,142.79999999999998,4.8,72.0,72.0,206.0,8.75,60.0
2023-W36-D0,2023-09-04,2023,36,9,0,3,0,0,60.0,75.83333333333333,42,142.79999999999998,4.8,56.0,56.0,154.0,9.392857142857142,46.666666666666664
2023-W36-D1,2023-09-05,2023,36,9,1,3,0,0,46.666666666666664,70.71428571428571,42,142.79999999999998,4.8,51.0,51.0,151.0,9.352941176470589,42.5
2023-W36-D2,2023-09-06,2023,36,9,2,3,0,0,42.5,64.40476190476191,42,142.79999999999998,4.8,46.0,46.0,145.0,9.41304347826087,38.333333333333336
2023-W36-D3,2023-09-07,2023,36,9,3,3,0,0,38.333333333333336,58.45238095238096,42,142.79999999999998,4.8,45.0,45.0,140.0,8.688888888888888,37.5
2023-W36-D4,2023-09-08,2023,36,9,4,3,0,1,37.5,52.738095238095234,42,142.79999999999998,4.8,40.0,40.0,128.0,7.925,33.33333333333333
2023-W36-D5,2023-09-09,2023,36,9,5,3,0,1,33.33333333333333,46.666666666666664,42,142.79999999999998,4.8,35.0,35.0,107.0,7.428571428571429,29.166666666666668
2023-W36-D6,2023-09-10,2023,36,9,6,3,0,0,29.166666666666668,41.07142857142857,42,142.79999999999998,4.8,24.0,24.0,68.0,6.958333333333333,20.0
2023-W37-D0,2023-09-11,2023,37,9,0,3,0,0,20.0,35.357142857142854,42,142.79999999999998,4.8,20.0,20.0,58.0,7.6,16.666666666666664
2023-W37-D1,2023-09-12,2023,37,9,1,3,0,0,16.666666666666664,31.071428571428573,42,142.79999999999998,4.8,17.0,17.0,53.0,7.529411764705882,14.166666666666666
2023-W37-D2,2023-09-13,2023,37,9,2,3,0,0,14.166666666666666,27.02380952380952,42,142.79999999999998,4.8,17.0,17.0,59.0,7.0,14.166666666666666
2023-W37-D3,2023-09-14,2023,37,9,3,3,0,0,14.166666666666666,23.571428571428573,42,142.79999999999998,4.8,14.0,14.0,42.0,6.357142857142857,11.666666666666666
2023-W37-D4,2023-09-15,2023,37,9,4,3,0,1,11.666666666666666,19.88095238095238,42,142.79999999999998,4.8,19.0,19.0,48.0,4.7894736842105265,15.833333333333332
2023-W37-D5,2023-09-16,2023,37,9,5,3,0,1,15.833333333333332,17.38095238095238,42,142.79999999999998,4.8,19.0,19.0,51.0,3.8421052631578942,15.833333333333332
2023-W37-D6,2023-09-17,2023,37,9,6,3,0,0,15.833333333333332,15.476190476190476,42,142.79999999999998,4.8,19.0,19.0,50.0,4.052631578947368,15.833333333333332
2023-W38-D0,2023-09-18,2023,38,9,0,3,0,0,15.833333333333332,14.88095238095238,42,142.79999999999998,4.8,13.0,13.0,35.0,3.8461538461538463,10.833333333333334
2023-W38-D1,2023-09-19,2023,38,9,1,3,0,0,10.833333333333334,14.047619047619047,42,142.79999999999998,4.8,12.0,12.0,31.0,3.8333333333333335,10.0
2023-W38-D2,2023-09-20,2023,38,9,2,3,0,0,10.0,13.45238095238095,42,142.79999999999998,4.8,13.0,13.0,31.0,4.615384615384615,10.833333333333334
2023-W38-D3,2023-09-21,2023,38,9,3,3,0,0,10.833333333333334,12.976190476190478,42,142.79999999999998,4.8,11.0,11.0,26.0,4.636363636363637,9.166666666666666
2023-W38-D4,2023-09-22,2023,38,9,4,3,0,1,9.166666666666666,12.61904761904762,42,142.79999999999998,4.8,18.0,18.0,53.0,4.0,15.0
2023-W38-D5,2023-09-23,2023,38,9,5,3,0,1,15.0,12.5,42,142.79999999999998,4.8,18.0,18.0,54.0,4.0,15.0
2023-W38-D6,2023-09-24,2023,38,9,6,3,0,0,15.0,12.38095238095238,42,142.79999999999998,4.8,16.0,16.0,49.0,4.3125,13.333333333333334
2023-W39-D0,2023-09-25,2023,39,9,0,3,0,0,13.333333333333334,12.023809523809524,42,142.79999999999998,4.8,15.0,15.0,39.0,4.466666666666667,12.5
2023-W39-D1,2023-09-26,2023,39,9,1,3,0,0,12.5,12.261904761904765,42,142.79999999999998,4.8,16.0,16.0,34.0,4.5,13.333333333333334
2023-W39-D2,2023-09-27,2023,39,9,2,3,0,0,13.333333333333334,12.73809523809524,42,142.79999999999998,4.8,15.0,15.0,29.0,4.4,12.5
2023-W39-D3,2023-09-28,2023,39,9,3,3,0,0,12.5,12.976190476190476,42,142.79999999999998,4.8,16.0,16.0,38.0,4.25,13.333333333333334
2023-W39-D4,2023-09-29,2023,39,9,4,3,0,1,13.333333333333334,13.571428571428571,42,142.79999999999998,4.8,16.0,16.0,52.0,4.0,13.333333333333334
2023-W39-D5,2023-09-30,2023,39,9,5,3,0,1,13.333333333333334,13.333333333333334,42,142.79999999999998,4.8,19.0,19.0,66.0,3.5789473684210527,15.833333333333332
2023-W39-D6,2023-10-01,2023,39,10,6,3,0,0,15.833333333333332,13.452380952380953,42,142.79999999999998,4.8,17.0,17.0,48.0,3.941176470588235,14.166666666666666
2023-W40-D0,2023-10-02,2023,40,10,0,3,0,0,14.166666666666666,13.571428571428571,42,142.79999999999998,4.8,15.0,15.0,42.0,4.4,12.5
2023-W40-D1,2023-10-03,2023,40,10,1,3,0,0,12.5,13.571428571428571,42,142.79999999999998,4.8,15.0,15.0,46.0,4.6,12.5
2023-W40-D2,2023-10-04,2023,40,10,2,3,0,0,12.5,13.452380952380953,42,142.79999999999998,4.8,15.0,15.0,57.0,4.666666666666667,12.5
2023-W40-D3,2023-10-05,2023,40,10,3,3,0,0,12.5,13.452380952380953,42,142.79999999999998,4.8,15.0,15.0,56.0,4.466666666666667,12.5
2023-W40-D4,2023-10-06,2023,40,10,4,3,0,1,12.5,13.333333333333334,42,142.79999999999998,4.8,16.0,16.0,55.0,4.3125,13.333333333333334
2023-W40-D5,2023-10-07,2023,40,10,5,3,0,1,13.333333333333334,13.333333333333332,42,142.79999999999998,4.8,20.0,20.0,66.0,4.35,16.666666666666664
2023-W40-D6,2023-10-08,2023,40,10,6,3,0,0,16.666666666666664,13.45238095238095,42,142.79999999999998,4.8,16.0,16.0,54.0,4.375,13.333333333333334
2023-W41-D0,2023-10-09,2023,41,10,0,3,0,0,13.333333333333334,13.333333333333332,42,142.79999999999998,4.8,14.0,14.0,48.0,4.642857142857143,11.666666666666666
2023-W41-D1,2023-10-10,2023,41,10,1,3,0,0,11.666666666666666,13.214285714285714,42,142.79999999999998,4.8,9.0,9.0,28.0,4.888888888888889,7.5
2023-W41-D2,2023-10-11,2023,41,10,2,3,0,0,7.5,12.5,42,142.79999999999998,4.8,11.0,11.0,38.0,4.545454545454546,9.166666666666666
2023-W41-D3,2023-10-12,2023,41,10,3,3,0,0,9.166666666666666,12.023809523809522,42,142.79999999999998,4.8,13.0,13.0,44.0,4.230769230769231,10.833333333333334
2023-W41-D4,2023-10-13,2023,41,10,4,3,0,1,10.833333333333334,11.785714285714286,42,142.79999999999998,4.8,11.0,11.0,28.0,4.181818181818182,9.166666666666666
2023-W41-D5,2023-10-14,2023,41,10,5,3,0,1,9.166666666666666,11.19047619047619,42,142.79999999999998,4.8,10.0,10.0,27.0,3.8,8.333333333333332
2023-W41-D6,2023-10-15,2023,41,10,6,3,0,0,8.333333333333332,10.0,42,142.79999999999998,4.8,9.0,9.0,20.0,3.7777777777777777,7.5
2023-W42-D0,2023-10-16,2023,42,10,0,3,1,0,7.5,9.166666666666666,42,142.79999999999998,4.8,10.0,10.0,24.0,5.3,8.333333333333332
2023-W42-D1,2023-10-17,2023,42,10,1,3,1,0,8.333333333333332,8.69047619047619,42,142.79999999999998,4.8,12.0,12.0,27.0,6.75,10.0
2023-W42-D2,2023-10-18,2023,42,10,2,3,1,0,10.0,9.047619047619047,42,142.79999999999998,4.8,15.0,15.0,37.0,7.0,12.5
2023-W42-D3,2023-10-19,2023,42,10,3,3,1,0,12.5,9.523809523809524,42,142.79999999999998,4.8,19.0,19.0,55.0,7.526315789473684,15.833333333333332
2023-W42-D4,2023-10-20,2023,42,10,4,3,1,1,15.833333333333332,10.238095238095235,42,142.79999999999998,4.8,18.0,18.0,56.0,7.833333333333333,15.0
2023-W42-D5,2023-10-21,2023,42,10,5,3,1,1,15.0,11.071428571428571,42,142.79999999999998,4.8,24.0,24.0,74.0,8.416666666666666,20.0
2023-W42-D6,2023-10-22,2023,42,10,6,3,1,0,20.0,12.73809523809524,42,142.79999999999998,4.8,23.0,23.0,64.0,8.782608695652174,19.166666666666668
2023-W43-D0,2023-10-23,2023,43,10,0,3,1,0,19.166666666666668,14.404761904761909,42,142.79999999999998,4.8,23.0,23.0,69.0,8.73913043478261,19.166666666666668
2023-W43-D1,2023-10-24,2023,43,10,1,3,1,0,19.166666666666668,15.95238095238095,42,142.79999999999998,4.8,23.0,23.0,66.0,8.652173913043478,19.166666666666668
2023-W43-D2,2023-10-25,2023,43,10,2,3,1,0,19.166666666666668,17.261904761904763,42,142.79999999999998,4.8,24.0,24.0,66.0,8.375,20.0
2023-W43-D3,2023-10-26,2023,43,10,3,3,1,0,20.0,18.333333333333336,42,142.79999999999998,4.8,28.0,28.0,75.0,8.107142857142858,23.333333333333332
2023-W43-D4,2023-10-27,2023,43,10,4,3,1,1,23.333333333333332,19.404761904761905,42,142.79999999999998,4.8,28.0,28.0,79.0,8.285714285714286,23.333333333333332
2023-W43-D5,2023-10-28,2023,43,10,5,3,1,1,23.333333333333332,20.595238095238095,42,142.79999999999998,4.8,32.0,32.0,93.0,8.625,26.666666666666668
2023-W43-D6,2023-10-29,2023,43,10,6,3,1,0,26.666666666666668,21.547619047619047,42,142.79999999999998,4.8,28.0,28.0,84.0,9.285714285714286,23.333333333333332
2023-W44-D0,2023-10-30,2023,44,10,0,3,0,0,23.333333333333332,22.142857142857142,42,142.79999999999998,4.8,29.0,29.0,90.0,8.551724137931034,24.166666666666668
2023-W44-D1,2023-10-31,2023,44,10,1,3,0,0,24.166666666666668,22.857142857142858,42,142.79999999999998,4.8,28.0,28.0,90.0,7.75,23.333333333333332
2023-W44-D2,2023-11-01,2023,44,11,2,3,0,0,23.333333333333332,23.452380952380953,42,142.79999999999998,4.8,26.0,26.0,83.0,8.076923076923077,21.666666666666668
2023-W44-D3,2023-11-02,2023,44,11,3,3,0,0,21.666666666666668,23.690476190476193,42,142.79999999999998,4.8,20.0,20.0,63.0,7.75,16.666666666666664
2023-W44-D4,2023-11-03,2023,44,11,4,3,0,1,16.666666666666664,22.738095238095237,42,142.79999999999998,4.8,18.0,18.0,52.0,8.0,15.0
2023-W44-D5,2023-11-04,2023,44,11,5,3,0,1,15.0,21.547619047619047,42,142.79999999999998,4.8,11.0,11.0,33.0,7.545454545454546,9.166666666666666
2023-W44-D6,2023-11-05,2023,44,11,6,3,0,0,9.166666666666666,19.047619047619044,42,142.79999999999998,4.8,10.0,10.0,28.0,7.5,8.333333333333332
2023-W45-D0,2023-11-06,2023,45,11,0,3,0,0,8.333333333333332,16.904761904761905,42,142.79999999999998,4.8,8.0,8.0,22.0,8.875,6.666666666666667
2023-W45-D1,2023-11-07,2023,45,11,1,3,0,0,6.666666666666667,14.404761904761903,42,142.79999999999998,4.8,6.0,6.0,17.0,7.5,5.0
2023-W45-D2,2023-11-08,2023,45,11,2,3,0,0,5.0,11.785714285714286,42,142.79999999999998,4.8,6.0,6.0,17.0,7.5,5.0
2023-W45-D3,2023-11-09,2023,45,11,3,3,0,0,5.0,9.404761904761903,42,142.79999999999998,4.8,8.0,8.0,19.0,6.5,6.666666666666667
2023-W45-D4,2023-11-10,2023,45,11,4,3,0,1,6.666666666666667,7.976190476190475,42,142.79999999999998,4.8,8.0,8.0,21.0,5.0,6.666666666666667
2023-W45-D5,2023-11-11,2023,45,11,5,3,0,1,6.666666666666667,6.785714285714286,42,142.79999999999998,4.8,8.0,8.0,25.0,3.5,6.666666666666667
2023-W45-D6,2023-11-12,2023,45,11,6,3,0,0,6.666666666666667,6.428571428571429,42,142.79999999999998,4.8,8.0,8.0,24.0,3.375,6.666666666666667
2023-W46-D0,2023-11-13,2023,46,11,0,3,0,0,6.666666666666667,6.190476190476191,42,142.79999999999998,4.8,5.0,5.0,14.0,3.8,4.166666666666666
2023-W46-D1,2023-11-14,2023,46,11,1,3,0,0,4.166666666666666,5.833333333333334,42,142.79999999999998,4.8,4.0,4.0,12.0,3.75,3.3333333333333335
2023-W46-D2,2023-11-15,2023,46,11,2,3,0,0,3.3333333333333335,5.595238095238096,42,142.79999999999998,4.8,4.0,4.0,12.0,4.0,3.3333333333333335
2023-W46-D3,2023-11-16,2023,46,11,3,3,0,0,3.3333333333333335,5.357142857142857,42,142.79999999999998,4.8,3.0,3.0,8.0,4.0,2.5
2023-W46-D4,2023-11-17,2023,46,11,4,3,0,1,2.5,4.761904761904762,42,142.79999999999998,4.8,3.0,3.0,8.0,4.333333333333333,2.5
2023-W46-D5,2023-11-18,2023,46,11,5,3,0,1,2.5,4.166666666666666,42,142.79999999999998,4.8,5.0,5.0,10.0,4.6,4.166666666666666
2023-W46-D6,2023-11-19,2023,46,11,6,3,0,0,4.166666666666666,3.8095238095238098,42,142.79999999999998,4.8,7.0,7.0,15.0,4.142857142857143,5.833333333333333
2023-W47-D0,2023-11-20,2023,47,11,0,3,0,0,5.833333333333333,3.6904761904761902,42,142.79999999999998,4.8,6.0,6.0,11.0,4.5,5.0
2023-W47-D1,2023-11-21,2023,47,11,1,3,0,0,5.0,3.8095238095238098,42,142.79999999999998,4.8,6.0,6.0,19.0,4.5,5.0
